week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2025-02-10,P020,S010,South,201,4853.88,1,BOGO,47.4
2025-02-10,P020,S011,East,89,4085.99,0,,0.0
2025-02-10,P020,S012,West,117,5247.93,1,Display Feature,2.3
2025-02-10,P020,S013,North,116,5325.56,0,,0.0
2025-02-10,P020,S014,South,114,5233.74,0,,0.0
2025-02-10,P020,S015,East,127,5830.57,0,,0.0
2025-02-10,P020,S016,West,118,5417.38,0,,0.0
2025-02-10,P020,S017,North,95,4361.45,0,,0.0
2025-02-10,P020,S018,South,114,4992.99,1,Display Feature,4.6
2025-02-10,P020,S019,East,91,4177.81,0,,0.0
2025-02-10,P020,S020,West,95,4361.45,0,,0.0
2025-02-10,P020,S021,North,86,3948.26,0,,0.0
2025-02-10,P020,S022,South,102,4682.82,0,,0.0
2025-02-10,P020,S023,East,124,5692.84,0,,0.0
2025-02-10,P020,S024,West,121,5555.11,0,,0.0
2025-02-10,P020,S025,North,104,4774.64,0,,0.0
2025-02-10,P020,S026,South,104,4774.64,0,,0.0
2025-02-10,P020,S027,East,93,4269.63,0,,0.0
2025-02-10,P020,S028,West,104,4774.64,0,,0.0
2025-02-10,P020,S029,North,97,4453.27,0,,0.0
2025-02-10,P020,S030,South,85,3902.35,0,,0.0
2025-02-17,P001,S001,North,92,8781.4,0,,0.0
2025-02-17,P001,S002,South,116,11072.2,0,,0.0
2025-02-17,P001,S003,East,89,8495.05,0,,0.0
2025-02-17,P001,S004,West,75,7158.75,0,,0.0
2025-02-17,P001,S005,North,105,10022.25,0,,0.0
2025-02-17,P001,S006,South,182,8685.95,1,BOGO,50.0
2025-02-17,P001,S007,East,117,11167.65,0,,0.0
2025-02-17,P001,S008,West,109,10404.05,0,,0.0
2025-02-17,P001,S009,North,89,8495.05,0,,0.0
2025-02-17,P001,S010,South,94,8972.3,0,,0.0
2025-02-17,P001,S011,East,117,11167.65,0,,0.0
2025-02-17,P001,S012,West,111,10594.95,0,,0.0
2025-02-17,P001,S013,North,92,8781.4,0,,0.0
2025-02-17,P001,S014,South,86,8208.7,0,,0.0
2025-02-17,P001,S015,East,108,10308.6,0,,0.0
2025-02-17,P001,S016,West,121,11549.45,0,,0.0
2025-02-17,P001,S017,North,110,10499.5,0,,0.0
2025-02-17,P001,S018,South,85,8113.25,0,,0.0
2025-02-17,P001,S019,East,117,11167.65,0,,0.0
2025-02-17,P001,S020,West,128,10067.3,1,Price Cut,17.6
2025-02-17,P001,S021,North,121,11549.45,0,,0.0
2025-02-17,P001,S022,South,78,7445.1,0,,0.0
2025-02-17,P001,S023,East,91,8685.95,0,,0.0
2025-02-17,P001,S024,West,87,8304.15,0,,0.0
2025-02-17,P001,S025,North,92,8781.4,0,,0.0
2025-02-17,P001,S026,South,105,10022.25,0,,0.0
2025-02-17,P001,S027,East,95,9067.75,0,,0.0
2025-02-17,P001,S028,West,199,16240.34,1,Bundle,14.5
2025-02-17,P001,S029,North,167,15908.27,1,Display Feature,0.2
2025-02-17,P001,S030,South,101,9640.45,0,,0.0
2025-02-17,P002,S001,North,76,2907.76,0,,0.0
2025-02-17,P002,S002,South,93,3558.18,0,,0.0
2025-02-17,P002,S003,East,113,4323.38,0,,0.0
2025-02-17,P002,S004,West,110,4208.6,0,,0.0
2025-02-17,P002,S005,North,99,3787.74,0,,0.0
2025-02-17,P002,S006,South,121,4629.46,0,,0.0
2025-02-17,P002,S007,East,94,3596.44,0,,0.0
2025-02-17,P002,S008,West,95,3634.7,0,,0.0
2025-02-17,P002,S009,North,98,3749.48,0,,0.0
2025-02-17,P002,S010,South,161,4884.77,1,Price Cut,20.7
2025-02-17,P002,S011,East,107,4093.82,0,,0.0
2025-02-17,P002,S012,West,100,3826.0,0,,0.0
2025-02-17,P002,S013,North,101,3864.26,0,,0.0
2025-02-17,P002,S014,South,91,3481.66,0,,0.0
2025-02-17,P002,S015,East,129,3810.24,1,Price Cut,22.8
2025-02-17,P002,S016,West,93,3558.18,0,,0.0
2025-02-17,P002,S017,North,101,3864.26,0,,0.0
2025-02-17,P002,S018,South,94,3596.44,0,,0.0
2025-02-17,P002,S019,East,115,4399.9,0,,0.0
2025-02-17,P002,S020,West,97,3711.22,0,,0.0
2025-02-17,P002,S021,North,95,3634.7,0,,0.0
2025-02-17,P002,S022,South,90,3443.4,0,,0.0
2025-02-17,P002,S023,East,126,4820.76,0,,0.0
2025-02-17,P002,S024,West,188,3927.31,1,BOGO,45.4
2025-02-17,P002,S025,North,122,4583.7,1,Display Feature,1.8
2025-02-17,P002,S026,South,91,3481.66,0,,0.0
2025-02-17,P002,S027,East,95,3634.7,0,,0.0
2025-02-17,P002,S028,West,92,3519.92,0,,0.0
2025-02-17,P002,S029,North,106,4055.56,0,,0.0
2025-02-17,P002,S030,South,103,3940.78,0,,0.0
2025-02-17,P003,S001,North,87,2893.62,0,,0.0
2025-02-17,P003,S002,South,89,2960.14,0,,0.0
2025-02-17,P003,S003,East,104,3459.04,0,,0.0
2025-02-17,P003,S004,West,85,2827.1,0,,0.0
2025-02-17,P003,S005,North,112,3725.12,0,,0.0
2025-02-17,P003,S006,South,102,3392.52,0,,0.0
2025-02-17,P003,S007,East,113,3758.38,0,,0.0
2025-02-17,P003,S008,West,91,3026.66,0,,0.0
2025-02-17,P003,S009,North,89,2960.14,0,,0.0
2025-02-17,P003,S010,South,84,2793.84,0,,0.0
2025-02-17,P003,S011,East,82,2727.32,0,,0.0
2025-02-17,P003,S012,West,105,3492.3,0,,0.0
2025-02-17,P003,S013,North,105,3492.3,0,,0.0
2025-02-17,P003,S014,South,90,2993.4,0,,0.0
2025-02-17,P003,S015,East,95,3159.7,0,,0.0
2025-02-17,P003,S016,West,108,3592.08,0,,0.0
2025-02-17,P003,S017,North,105,3492.3,0,,0.0
2025-02-17,P003,S018,South,104,3459.04,0,,0.0
2025-02-17,P003,S019,East,94,3126.44,0,,0.0
2025-02-17,P003,S020,West,88,2926.88,0,,0.0
2025-02-17,P003,S021,North,80,2660.8,0,,0.0
2025-02-17,P003,S022,South,128,4061.45,1,Display Feature,4.6
2025-02-17,P003,S023,East,119,3957.94,0,,0.0
2025-02-17,P003,S024,West,108,3527.42,1,Display Feature,1.8
2025-02-17,P003,S025,North,106,3525.56,0,,0.0
2025-02-17,P003,S026,South,139,4036.0,1,Bundle,12.7
2025-02-17,P003,S027,East,127,4224.02,0,,0.0
2025-02-17,P003,S028,West,101,3359.26,0,,0.0
2025-02-17,P003,S029,North,104,3459.04,0,,0.0
2025-02-17,P003,S030,South,114,3791.64,0,,0.0
2025-02-17,P004,S001,North,101,2810.83,0,,0.0
2025-02-17,P004,S002,South,118,3283.94,0,,0.0
2025-02-17,P004,S003,East,109,3033.47,0,,0.0
2025-02-17,P004,S004,West,132,3658.87,1,Display Feature,0.4
2025-02-17,P004,S005,North,88,2449.04,0,,0.0
2025-02-17,P004,S006,South,95,2643.85,0,,0.0
2025-02-17,P004,S007,East,129,3590.07,0,,0.0
2025-02-17,P004,S008,West,86,2393.38,0,,0.0
2025-02-17,P004,S009,North,104,2894.32,0,,0.0
2025-02-17,P004,S010,South,103,2866.49,0,,0.0
2025-02-17,P004,S011,East,96,2671.68,0,,0.0
2025-02-17,P004,S012,West,165,3967.44,1,Bundle,13.6
2025-02-17,P004,S013,North,102,2838.66,0,,0.0
2025-02-17,P004,S014,South,95,2643.85,0,,0.0
2025-02-17,P004,S015,East,108,3005.64,0,,0.0
2025-02-17,P004,S016,West,125,3433.53,1,Display Feature,1.3
2025-02-17,P004,S017,North,91,2532.53,0,,0.0
2025-02-17,P004,S018,South,103,2866.49,0,,0.0
2025-02-17,P004,S019,East,83,2309.89,0,,0.0
2025-02-17,P004,S020,West,94,2616.02,0,,0.0
2025-02-17,P004,S021,North,109,3033.47,0,,0.0
2025-02-17,P004,S022,South,117,3256.11,0,,0.0
2025-02-17,P004,S023,East,109,3033.47,0,,0.0
2025-02-17,P004,S024,West,100,2783.0,0,,0.0
2025-02-17,P004,S025,North,79,2198.57,0,,0.0
2025-02-17,P004,S026,South,102,2838.66,0,,0.0
2025-02-17,P004,S027,East,120,3339.6,0,,0.0
2025-02-17,P004,S028,West,96,2671.68,0,,0.0
2025-02-17,P004,S029,North,90,2504.7,0,,0.0
2025-02-17,P004,S030,South,84,2337.72,0,,0.0
2025-02-17,P005,S001,North,94,8520.16,0,,0.0
2025-02-17,P005,S002,South,102,9245.28,0,,0.0
2025-02-17,P005,S003,East,99,8973.36,0,,0.0
2025-02-17,P005,S004,West,95,8610.8,0,,0.0
2025-02-17,P005,S005,North,95,8610.8,0,,0.0
2025-02-17,P005,S006,South,101,9154.64,0,,0.0
2025-02-17,P005,S007,East,86,7795.04,0,,0.0
2025-02-17,P005,S008,West,149,10304.59,1,Price Cut,23.7
2025-02-17,P005,S009,North,93,8429.52,0,,0.0
2025-02-17,P005,S010,South,101,9154.64,0,,0.0
2025-02-17,P005,S011,East,109,9879.76,0,,0.0
2025-02-17,P005,S012,West,119,10786.16,0,,0.0
2025-02-17,P005,S013,North,102,9245.28,0,,0.0
2025-02-17,P005,S014,South,86,7795.04,0,,0.0
2025-02-17,P005,S015,East,88,7976.32,0,,0.0
2025-02-17,P005,S016,West,100,9064.0,0,,0.0
2025-02-17,P005,S017,North,82,7432.48,0,,0.0
2025-02-17,P005,S018,South,95,8610.8,0,,0.0
2025-02-17,P005,S019,East,102,9245.28,0,,0.0
2025-02-17,P005,S020,West,110,9970.4,0,,0.0
2025-02-17,P005,S021,North,167,12957.17,1,Bundle,14.4
2025-02-17,P005,S022,South,159,7840.0,1,BOGO,45.6
2025-02-17,P005,S023,East,156,11976.44,1,Price Cut,15.3
2025-02-17,P005,S024,West,85,7704.4,0,,0.0
2025-02-17,P005,S025,North,104,9426.56,0,,0.0
2025-02-17,P005,S026,South,87,7885.68,0,,0.0
2025-02-17,P005,S027,East,108,9789.12,0,,0.0
2025-02-17,P005,S028,West,116,10514.24,0,,0.0
2025-02-17,P005,S029,North,123,11148.72,0,,0.0
2025-02-17,P005,S030,South,113,9760.93,1,Display Feature,4.7
2025-02-17,P006,S001,North,139,15822.85,1,Display Feature,1.8
2025-02-17,P006,S002,South,93,10780.56,0,,0.0
2025-02-17,P006,S003,East,78,9041.76,0,,0.0
2025-02-17,P006,S004,West,185,17820.96,1,Bundle,16.9
2025-02-17,P006,S005,North,119,13794.48,0,,0.0
2025-02-17,P006,S006,South,94,10896.48,0,,0.0
2025-02-17,P006,S007,East,129,14953.68,0,,0.0
2025-02-17,P006,S008,West,111,12867.12,0,,0.0
2025-02-17,P006,S009,North,129,14953.68,0,,0.0
2025-02-17,P006,S010,South,77,8925.84,0,,0.0
2025-02-17,P006,S011,East,90,10432.8,0,,0.0
2025-02-17,P006,S012,West,94,10896.48,0,,0.0
2025-02-17,P006,S013,North,115,13330.8,0,,0.0
2025-02-17,P006,S014,South,114,13214.88,0,,0.0
2025-02-17,P006,S015,East,190,18853.23,1,Bundle,14.4
2025-02-17,P006,S016,West,113,12457.11,1,Display Feature,4.9
2025-02-17,P006,S017,North,101,11707.92,0,,0.0
2025-02-17,P006,S018,South,114,13214.88,0,,0.0
2025-02-17,P006,S019,East,93,10780.56,0,,0.0
2025-02-17,P006,S020,West,84,9737.28,0,,0.0
2025-02-17,P006,S021,North,109,12635.28,0,,0.0
2025-02-17,P006,S022,South,108,12519.36,0,,0.0
2025-02-17,P006,S023,East,78,9041.76,0,,0.0
2025-02-17,P006,S024,West,91,10548.72,0,,0.0
2025-02-17,P006,S025,North,88,10200.96,0,,0.0
2025-02-17,P006,S026,South,116,13446.72,0,,0.0
2025-02-17,P006,S027,East,90,10432.8,0,,0.0
2025-02-17,P006,S028,West,95,11012.4,0,,0.0
2025-02-17,P006,S029,North,122,14142.24,0,,0.0
2025-02-17,P006,S030,South,99,11476.08,0,,0.0
2025-02-17,P007,S001,North,103,8642.73,0,,0.0
2025-02-17,P007,S002,South,86,7216.26,0,,0.0
2025-02-17,P007,S003,East,111,9314.01,0,,0.0
2025-02-17,P007,S004,West,99,8307.09,0,,0.0
2025-02-17,P007,S005,North,121,10153.11,0,,0.0
2025-02-17,P007,S006,South,93,7803.63,0,,0.0
2025-02-17,P007,S007,East,123,10320.93,0,,0.0
2025-02-17,P007,S008,West,102,8558.82,0,,0.0
2025-02-17,P007,S009,North,98,8223.18,0,,0.0
2025-02-17,P007,S010,South,107,8978.37,0,,0.0
2025-02-17,P007,S011,East,103,8642.73,0,,0.0
2025-02-17,P007,S012,West,93,7803.63,0,,0.0
2025-02-17,P007,S013,North,119,9985.29,0,,0.0
2025-02-17,P007,S014,South,77,6461.07,0,,0.0
2025-02-17,P007,S015,East,88,7384.08,0,,0.0
2025-02-17,P007,S016,West,118,9901.38,0,,0.0
2025-02-17,P007,S017,North,103,8642.73,0,,0.0
2025-02-17,P007,S018,South,85,7132.35,0,,0.0
2025-02-17,P007,S019,East,168,11432.57,1,Price Cut,18.9
2025-02-17,P007,S020,West,88,7384.08,0,,0.0
2025-02-17,P007,S021,North,114,9565.74,0,,0.0
2025-02-17,P007,S022,South,122,10237.02,0,,0.0
2025-02-17,P007,S023,East,78,6544.98,0,,0.0
2025-02-17,P007,S024,West,102,8558.82,0,,0.0
2025-02-17,P007,S025,North,137,11127.81,1,Display Feature,3.2
2025-02-17,P007,S026,South,91,7635.81,0,,0.0
2025-02-17,P007,S027,East,85,7132.35,0,,0.0
2025-02-17,P007,S028,West,81,6796.71,0,,0.0
2025-02-17,P007,S029,North,80,6712.8,0,,0.0
2025-02-17,P007,S030,South,101,8474.91,0,,0.0
2025-02-17,P008,S001,North,96,11621.76,0,,0.0
2025-02-17,P008,S002,South,98,11863.88,0,,0.0
2025-02-17,P008,S003,East,95,11500.7,0,,0.0
2025-02-17,P008,S004,West,105,12711.3,0,,0.0
2025-02-17,P008,S005,North,79,9563.74,0,,0.0
2025-02-17,P008,S006,South,82,9926.92,0,,0.0
2025-02-17,P008,S007,East,86,10411.16,0,,0.0
2025-02-17,P008,S008,West,124,15011.44,0,,0.0
2025-02-17,P008,S009,North,99,11984.94,0,,0.0
2025-02-17,P008,S010,South,84,10169.04,0,,0.0
2025-02-17,P008,S011,East,210,11440.17,1,BOGO,55.0
2025-02-17,P008,S012,West,107,12953.42,0,,0.0
2025-02-17,P008,S013,North,104,12590.24,0,,0.0
2025-02-17,P008,S014,South,90,10895.4,0,,0.0
2025-02-17,P008,S015,East,118,14285.08,0,,0.0
2025-02-17,P008,S016,West,104,12590.24,0,,0.0
2025-02-17,P008,S017,North,113,13679.78,0,,0.0
2025-02-17,P008,S018,South,190,11385.69,1,BOGO,50.5
2025-02-17,P008,S019,East,80,9684.8,0,,0.0
2025-02-17,P008,S020,West,205,11540.04,1,BOGO,53.5
2025-02-17,P008,S021,North,103,12469.18,0,,0.0
2025-02-17,P008,S022,South,115,13921.9,0,,0.0
2025-02-17,P008,S023,East,84,10169.04,0,,0.0
2025-02-17,P008,S024,West,85,10290.1,0,,0.0
2025-02-17,P008,S025,North,113,13679.78,0,,0.0
2025-02-17,P008,S026,South,111,13437.66,0,,0.0
2025-02-17,P008,S027,East,79,9563.74,0,,0.0
2025-02-17,P008,S028,West,112,13558.72,0,,0.0
2025-02-17,P008,S029,North,109,13195.54,0,,0.0
2025-02-17,P008,S030,South,170,17637.23,1,Bundle,14.3
2025-02-17,P009,S001,North,102,3786.24,0,,0.0
2025-02-17,P009,S002,South,118,4318.84,1,Display Feature,1.4
2025-02-17,P009,S003,East,79,2932.48,0,,0.0
2025-02-17,P009,S004,West,131,4848.13,1,Display Feature,0.3
2025-02-17,P009,S005,North,164,6032.89,1,Display Feature,0.9
2025-02-17,P009,S006,South,118,4380.16,0,,0.0
2025-02-17,P009,S007,East,115,4268.8,0,,0.0
2025-02-17,P009,S008,West,90,3340.8,0,,0.0
2025-02-17,P009,S009,North,88,3266.56,0,,0.0
2025-02-17,P009,S010,South,82,3043.84,0,,0.0
2025-02-17,P009,S011,East,123,4565.76,0,,0.0
2025-02-17,P009,S012,West,87,3229.44,0,,0.0
2025-02-17,P009,S013,North,115,4268.8,0,,0.0
2025-02-17,P009,S014,South,89,3303.68,0,,0.0
2025-02-17,P009,S015,East,80,2969.6,0,,0.0
2025-02-17,P009,S016,West,89,3303.68,0,,0.0
2025-02-17,P009,S017,North,116,4297.31,1,Display Feature,0.2
2025-02-17,P009,S018,South,92,3415.04,0,,0.0
2025-02-17,P009,S019,East,119,4417.28,0,,0.0
2025-02-17,P009,S020,West,89,3303.68,0,,0.0
2025-02-17,P009,S021,North,107,3971.84,0,,0.0
2025-02-17,P009,S022,South,110,4083.2,0,,0.0
2025-02-17,P009,S023,East,182,5607.35,1,Bundle,17.0
2025-02-17,P009,S024,West,108,4008.96,0,,0.0
2025-02-17,P009,S025,North,92,3415.04,0,,0.0
2025-02-17,P009,S026,South,87,3229.44,0,,0.0
2025-02-17,P009,S027,East,125,4640.0,0,,0.0
2025-02-17,P009,S028,West,87,3229.44,0,,0.0
2025-02-17,P009,S029,North,86,3192.32,0,,0.0
2025-02-17,P009,S030,South,109,4046.08,0,,0.0
2025-02-17,P010,S001,North,90,6949.8,0,,0.0
2025-02-17,P010,S002,South,81,6254.82,0,,0.0
2025-02-17,P010,S003,East,116,8957.52,0,,0.0
2025-02-17,P010,S004,West,112,8648.64,0,,0.0
2025-02-17,P010,S005,North,108,8339.76,0,,0.0
2025-02-17,P010,S006,South,96,7413.12,0,,0.0
2025-02-17,P010,S007,East,85,6563.7,0,,0.0
2025-02-17,P010,S008,West,96,7413.12,0,,0.0
2025-02-17,P010,S009,North,100,7722.0,0,,0.0
2025-02-17,P010,S010,South,165,12269.87,1,Display Feature,3.7
2025-02-17,P010,S011,East,104,8030.88,0,,0.0
2025-02-17,P010,S012,West,88,6795.36,0,,0.0
2025-02-17,P010,S013,North,82,6332.04,0,,0.0
2025-02-17,P010,S014,South,115,8880.3,0,,0.0
2025-02-17,P010,S015,East,91,7027.02,0,,0.0
2025-02-17,P010,S016,West,95,7335.9,0,,0.0
2025-02-17,P010,S017,North,99,7644.78,0,,0.0
2025-02-17,P010,S018,South,81,6254.82,0,,0.0
2025-02-17,P010,S019,East,143,9673.19,1,Bundle,12.4
2025-02-17,P010,S020,West,96,7413.12,0,,0.0
2025-02-17,P010,S021,North,102,7876.44,0,,0.0
2025-02-17,P010,S022,South,177,10756.67,1,Price Cut,21.3
2025-02-17,P010,S023,East,90,6949.8,0,,0.0
2025-02-17,P010,S024,West,190,12617.75,1,Bundle,14.0
2025-02-17,P010,S025,North,85,6563.7,0,,0.0
2025-02-17,P010,S026,South,104,8030.88,0,,0.0
2025-02-17,P010,S027,East,92,7104.24,0,,0.0
2025-02-17,P010,S028,West,99,7644.78,0,,0.0
2025-02-17,P010,S029,North,92,7104.24,0,,0.0
2025-02-17,P010,S030,South,88,6795.36,0,,0.0
2025-02-17,P011,S001,North,122,2565.66,0,,0.0
2025-02-17,P011,S002,South,108,2271.24,0,,0.0
2025-02-17,P011,S003,East,116,2439.48,0,,0.0
2025-02-17,P011,S004,West,96,2018.88,0,,0.0
2025-02-17,P011,S005,North,114,2397.42,0,,0.0
2025-02-17,P011,S006,South,93,1955.79,0,,0.0
2025-02-17,P011,S007,East,97,2039.91,0,,0.0
2025-02-17,P011,S008,West,103,2166.09,0,,0.0
2025-02-17,P011,S009,North,77,1619.31,0,,0.0
2025-02-17,P011,S010,South,78,1640.34,0,,0.0
2025-02-17,P011,S011,East,112,2355.36,0,,0.0
2025-02-17,P011,S012,West,83,1745.49,0,,0.0
2025-02-17,P011,S013,North,108,2271.24,0,,0.0
2025-02-17,P011,S014,South,106,2229.18,0,,0.0
2025-02-17,P011,S015,East,109,2292.27,0,,0.0
2025-02-17,P011,S016,West,80,1682.4,0,,0.0
2025-02-17,P011,S017,North,135,2265.56,1,Price Cut,20.2
2025-02-17,P011,S018,South,92,1934.76,0,,0.0
2025-02-17,P011,S019,East,93,1955.79,0,,0.0
2025-02-17,P011,S020,West,91,1913.73,0,,0.0
2025-02-17,P011,S021,North,99,2081.97,0,,0.0
2025-02-17,P011,S022,South,97,2039.91,0,,0.0
2025-02-17,P011,S023,East,105,2208.15,0,,0.0
2025-02-17,P011,S024,West,104,2187.12,0,,0.0
2025-02-17,P011,S025,North,99,2081.97,0,,0.0
2025-02-17,P011,S026,South,78,1640.34,0,,0.0
2025-02-17,P011,S027,East,149,2588.25,1,Price Cut,17.4
2025-02-17,P011,S028,West,105,2208.15,0,,0.0
2025-02-17,P011,S029,North,101,2124.03,0,,0.0
2025-02-17,P011,S030,South,75,1577.25,0,,0.0
2025-02-17,P012,S001,North,86,6027.74,0,,0.0
2025-02-17,P012,S002,South,111,7779.99,0,,0.0
2025-02-17,P012,S003,East,121,8480.89,0,,0.0
2025-02-17,P012,S004,West,92,6448.28,0,,0.0
2025-02-17,P012,S005,North,110,7709.9,0,,0.0
2025-02-17,P012,S006,South,102,7149.18,0,,0.0
2025-02-17,P012,S007,East,103,7219.27,0,,0.0
2025-02-17,P012,S008,West,92,6448.28,0,,0.0
2025-02-17,P012,S009,North,111,7779.99,0,,0.0
2025-02-17,P012,S010,South,92,6448.28,0,,0.0
2025-02-17,P012,S011,East,86,6027.74,0,,0.0
2025-02-17,P012,S012,West,107,7499.63,0,,0.0
2025-02-17,P012,S013,North,88,6167.92,0,,0.0
2025-02-17,P012,S014,South,119,6580.82,1,Price Cut,21.1
2025-02-17,P012,S015,East,84,5887.56,0,,0.0
2025-02-17,P012,S016,West,92,6448.28,0,,0.0
2025-02-17,P012,S017,North,96,6728.64,0,,0.0
2025-02-17,P012,S018,South,114,7990.26,0,,0.0
2025-02-17,P012,S019,East,85,5957.65,0,,0.0
2025-02-17,P012,S020,West,103,7219.27,0,,0.0
2025-02-17,P012,S021,North,109,7639.81,0,,0.0
2025-02-17,P012,S022,South,83,5817.47,0,,0.0
2025-02-17,P012,S023,East,90,6308.1,0,,0.0
2025-02-17,P012,S024,West,84,5887.56,0,,0.0
2025-02-17,P012,S025,North,101,7079.09,0,,0.0
2025-02-17,P012,S026,South,108,7569.72,0,,0.0
2025-02-17,P012,S027,East,89,6238.01,0,,0.0
2025-02-17,P012,S028,West,198,11574.1,1,Bundle,16.6
2025-02-17,P012,S029,North,92,6448.28,0,,0.0
2025-02-17,P012,S030,South,94,6588.46,0,,0.0
2025-02-17,P013,S001,North,90,13767.3,0,,0.0
2025-02-17,P013,S002,South,90,13767.3,0,,0.0
2025-02-17,P013,S003,East,84,12849.48,0,,0.0
2025-02-17,P013,S004,West,83,12696.51,0,,0.0
2025-02-17,P013,S005,North,107,16367.79,0,,0.0
2025-02-17,P013,S006,South,99,15144.03,0,,0.0
2025-02-17,P013,S007,East,79,12084.63,0,,0.0
2025-02-17,P013,S008,West,118,18050.46,0,,0.0
2025-02-17,P013,S009,North,108,16520.76,0,,0.0
2025-02-17,P013,S010,South,108,16520.76,0,,0.0
2025-02-17,P013,S011,East,117,17897.49,0,,0.0
2025-02-17,P013,S012,West,123,18815.31,0,,0.0
2025-02-17,P013,S013,North,86,13155.42,0,,0.0
2025-02-17,P013,S014,South,152,19205.69,1,Price Cut,17.4
2025-02-17,P013,S015,East,110,16826.7,0,,0.0
2025-02-17,P013,S016,West,97,14838.09,0,,0.0
2025-02-17,P013,S017,North,113,17251.04,1,Display Feature,0.2
2025-02-17,P013,S018,South,93,14226.21,0,,0.0
2025-02-17,P013,S019,East,114,17438.58,0,,0.0
2025-02-17,P013,S020,West,96,14685.12,0,,0.0
2025-02-17,P013,S021,North,192,23701.78,1,Bundle,19.3
2025-02-17,P013,S022,South,101,15449.97,0,,0.0
2025-02-17,P013,S023,East,188,24128.26,1,Bundle,16.1
2025-02-17,P013,S024,West,203,14129.07,1,BOGO,54.5
2025-02-17,P013,S025,North,76,11625.72,0,,0.0
2025-02-17,P013,S026,South,74,11319.78,0,,0.0
2025-02-17,P013,S027,East,77,11778.69,0,,0.0
2025-02-17,P013,S028,West,79,12084.63,0,,0.0
2025-02-17,P013,S029,North,119,18203.43,0,,0.0
2025-02-17,P013,S030,South,82,12543.54,0,,0.0
2025-02-17,P014,S001,North,116,10194.08,0,,0.0
2025-02-17,P014,S002,South,154,10461.41,1,Price Cut,22.7
2025-02-17,P014,S003,East,94,8260.72,0,,0.0
2025-02-17,P014,S004,West,83,7294.04,0,,0.0
2025-02-17,P014,S005,North,79,6942.52,0,,0.0
2025-02-17,P014,S006,South,150,11099.24,1,Price Cut,15.8
2025-02-17,P014,S007,East,129,11336.52,0,,0.0
2025-02-17,P014,S008,West,87,7645.56,0,,0.0
2025-02-17,P014,S009,North,125,10985.0,0,,0.0
2025-02-17,P014,S010,South,125,10985.0,0,,0.0
2025-02-17,P014,S011,East,80,7030.4,0,,0.0
2025-02-17,P014,S012,West,108,9491.04,0,,0.0
2025-02-17,P014,S013,North,120,10545.6,0,,0.0
2025-02-17,P014,S014,South,82,7206.16,0,,0.0
2025-02-17,P014,S015,East,94,8260.72,0,,0.0
2025-02-17,P014,S016,West,148,10105.85,1,Price Cut,22.3
2025-02-17,P014,S017,North,94,8260.72,0,,0.0
2025-02-17,P014,S018,South,80,7030.4,0,,0.0
2025-02-17,P014,S019,East,92,8084.96,0,,0.0
2025-02-17,P014,S020,West,87,7645.56,0,,0.0
2025-02-17,P014,S021,North,116,10194.08,0,,0.0
2025-02-17,P014,S022,South,120,10545.6,0,,0.0
2025-02-17,P014,S023,East,102,8963.76,0,,0.0
2025-02-17,P014,S024,West,94,8260.72,0,,0.0
2025-02-17,P014,S025,North,111,9754.68,0,,0.0
2025-02-17,P014,S026,South,114,10018.32,0,,0.0
2025-02-17,P014,S027,East,109,9578.92,0,,0.0
2025-02-17,P014,S028,West,110,9666.8,0,,0.0
2025-02-17,P014,S029,North,107,9403.16,0,,0.0
2025-02-17,P014,S030,South,116,10194.08,0,,0.0
2025-02-17,P015,S001,North,196,14457.35,1,BOGO,48.0
2025-02-17,P015,S002,South,81,11489.85,0,,0.0
2025-02-17,P015,S003,East,114,16170.9,0,,0.0
2025-02-17,P015,S004,West,103,14610.55,0,,0.0
2025-02-17,P015,S005,North,146,20544.42,1,Display Feature,0.8
2025-02-17,P015,S006,South,95,13475.75,0,,0.0
2025-02-17,P015,S007,East,98,13901.3,0,,0.0
2025-02-17,P015,S008,West,104,14752.4,0,,0.0
2025-02-17,P015,S009,North,194,12851.33,1,BOGO,53.3
2025-02-17,P015,S010,South,115,16312.75,0,,0.0
2025-02-17,P015,S011,East,105,14894.25,0,,0.0
2025-02-17,P015,S012,West,109,15461.65,0,,0.0
2025-02-17,P015,S013,North,84,11915.4,0,,0.0
2025-02-17,P015,S014,South,220,14511.25,1,BOGO,53.5
2025-02-17,P015,S015,East,99,14043.15,0,,0.0
2025-02-17,P015,S016,West,116,16454.6,0,,0.0
2025-02-17,P015,S017,North,102,14468.7,0,,0.0
2025-02-17,P015,S018,South,111,15745.35,0,,0.0
2025-02-17,P015,S019,East,96,13617.6,0,,0.0
2025-02-17,P015,S020,West,118,16738.3,0,,0.0
2025-02-17,P015,S021,North,113,16029.05,0,,0.0
2025-02-17,P015,S022,South,119,16880.15,0,,0.0
2025-02-17,P015,S023,East,102,14468.7,0,,0.0
2025-02-17,P015,S024,West,127,18014.95,0,,0.0
2025-02-17,P015,S025,North,102,14468.7,0,,0.0
2025-02-17,P015,S026,South,98,13901.3,0,,0.0
2025-02-17,P015,S027,East,111,15745.35,0,,0.0
2025-02-17,P015,S028,West,185,21518.65,1,Bundle,18.0
2025-02-17,P015,S029,North,111,15745.35,0,,0.0
2025-02-17,P015,S030,South,99,14043.15,0,,0.0
2025-02-17,P016,S001,North,103,10220.69,0,,0.0
