week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2025-01-27,P001,S005,179,32,109,102,0
2025-02-03,P001,S005,102,145,122,125,0
2025-02-10,P001,S005,125,103,123,105,0
2025-02-17,P001,S005,105,221,105,221,0
2025-02-24,P001,S005,221,31,80,172,0
2025-03-03,P001,S005,172,137,88,221,0
2025-03-10,P001,S005,221,75,113,183,0
2025-03-17,P001,S005,183,78,99,162,0
2025-03-24,P001,S005,162,94,102,154,0
2025-03-31,P001,S005,154,176,92,238,0
2025-04-07,P001,S005,238,0,97,141,0
2025-04-14,P001,S005,141,118,111,148,0
2025-04-21,P001,S005,148,65,79,134,0
2025-04-28,P001,S005,134,91,99,126,0
2025-05-05,P001,S005,126,92,91,127,0
2025-05-12,P001,S005,127,63,125,65,0
2025-05-19,P001,S005,65,213,128,150,0
2025-05-26,P001,S005,150,49,95,104,0
2025-06-02,P001,S005,104,180,117,167,0
2025-06-09,P001,S005,167,35,111,91,0
2025-06-16,P001,S005,91,94,84,101,0
2025-01-06,P002,S005,344,0,113,231,0
2025-01-13,P002,S005,231,72,119,184,0
2025-01-20,P002,S005,184,108,84,208,0
2025-01-27,P002,S005,208,21,119,110,0
2025-02-03,P002,S005,110,327,230,207,0
2025-02-10,P002,S005,207,0,87,120,0
2025-02-17,P002,S005,120,184,99,205,0
2025-02-24,P002,S005,205,5,81,129,0
2025-03-03,P002,S005,129,94,108,115,0
2025-03-10,P002,S005,115,176,170,121,0
2025-03-17,P002,S005,121,96,106,111,0
2025-03-24,P002,S005,111,163,100,174,0
2025-03-31,P002,S005,174,92,124,142,0
2025-04-07,P002,S005,142,157,112,187,0
2025-04-14,P002,S005,187,144,113,218,0
2025-04-21,P002,S005,218,4,87,135,0
2025-04-28,P002,S005,135,106,98,143,0
2025-05-05,P002,S005,143,95,89,149,0
2025-05-12,P002,S005,149,101,80,170,0
2025-05-19,P002,S005,170,151,163,158,0
2025-05-26,P002,S005,158,14,85,87,0
2025-06-02,P002,S005,87,161,103,145,0
2025-06-09,P002,S005,145,89,114,120,0
2025-06-16,P002,S005,120,160,118,162,0
2025-01-06,P003,S005,251,0,74,177,0
2025-01-13,P003,S005,177,30,95,112,0
2025-01-20,P003,S005,112,83,86,109,0
2025-01-27,P003,S005,109,213,98,224,0
2025-02-03,P003,S005,224,177,181,220,0
2025-02-10,P003,S005,220,38,94,164,0
2025-02-17,P003,S005,164,65,112,117,0
2025-02-24,P003,S005,117,114,101,130,0
2025-03-03,P003,S005,130,38,82,86,0
2025-03-10,P003,S005,86,207,82,211,0
2025-03-17,P003,S005,211,58,92,177,0
2025-03-24,P003,S005,177,183,129,231,0
2025-03-31,P003,S005,231,79,123,187,0
2025-04-07,P003,S005,187,16,91,112,0
2025-04-14,P003,S005,112,144,78,178,0
2025-04-21,P003,S005,178,0,90,88,0
2025-04-28,P003,S005,88,127,125,90,0
2025-05-05,P003,S005,90,185,104,171,0
2025-05-12,P003,S005,171,60,148,83,0
2025-05-19,P003,S005,83,212,115,180,0
2025-05-26,P003,S005,180,36,96,120,0
2025-06-02,P003,S005,120,216,163,173,0
2025-06-09,P003,S005,173,80,108,145,0
2025-06-16,P003,S005,145,91,122,114,0
2025-01-06,P004,S005,292,0,87,205,0
2025-01-13,P004,S005,205,138,183,160,0
2025-01-20,P004,S005,160,58,99,119,0
2025-01-27,P004,S005,119,174,85,208,0
2025-02-03,P004,S005,208,19,94,133,0
2025-02-10,P004,S005,133,150,90,193,0
2025-02-17,P004,S005,193,127,88,232,0
2025-02-24,P004,S005,232,48,92,188,0
2025-03-03,P004,S005,188,126,104,210,0
2025-03-10,P004,S005,210,98,129,179,0
2025-03-17,P004,S005,179,112,120,171,0
2025-03-24,P004,S005,171,145,117,199,0
2025-03-31,P004,S005,199,37,104,132,0
2025-04-07,P004,S005,132,189,151,170,0
2025-04-14,P004,S005,170,140,94,216,0
2025-04-21,P004,S005,216,0,99,117,0
2025-04-28,P004,S005,117,125,89,153,0
2025-05-05,P004,S005,153,201,174,180,0
2025-05-12,P004,S005,180,0,92,88,0
2025-05-19,P004,S005,88,159,88,159,0
2025-05-26,P004,S005,159,160,119,200,0
2025-06-02,P004,S005,200,95,103,192,0
2025-06-09,P004,S005,192,0,88,104,0
2025-06-16,P004,S005,104,208,102,210,0
2025-01-06,P005,S005,280,0,83,197,0
2025-01-13,P005,S005,197,0,78,119,0
2025-01-20,P005,S005,119,29,74,74,0
2025-01-27,P005,S005,74,123,92,105,0
2025-02-03,P005,S005,105,207,108,204,0
2025-02-10,P005,S005,204,0,76,128,0
2025-02-17,P005,S005,128,66,95,99,0
2025-02-24,P005,S005,99,294,179,214,0
2025-03-03,P005,S005,214,61,157,118,0
2025-03-10,P005,S005,118,211,120,209,0
2025-03-17,P005,S005,209,0,92,117,0
2025-03-24,P005,S005,117,140,89,168,0
2025-03-31,P005,S005,168,95,99,164,0
2025-04-07,P005,S005,164,97,117,144,0
2025-04-14,P005,S005,144,117,89,172,0
2025-04-21,P005,S005,172,120,85,207,0
2025-04-28,P005,S005,207,43,84,166,0
2025-05-05,P005,S005,166,137,104,199,0
2025-05-12,P005,S005,199,15,77,137,0
2025-05-19,P005,S005,137,96,81,152,0
2025-05-26,P005,S005,152,66,96,122,0
2025-06-02,P005,S005,122,62,90,94,0
2025-06-09,P005,S005,94,85,81,98,0
2025-06-16,P005,S005,98,163,86,175,0
2025-01-06,P006,S005,295,0,89,206,0
2025-01-13,P006,S005,206,10,98,118,0
2025-01-20,P006,S005,118,113,114,117,0
2025-01-27,P006,S005,117,84,122,79,0
2025-02-03,P006,S005,79,235,82,232,0
2025-02-10,P006,S005,232,11,89,154,0
2025-02-17,P006,S005,154,108,119,143,0
2025-02-24,P006,S005,143,148,98,193,0
2025-03-03,P006,S005,193,98,116,175,0
2025-03-10,P006,S005,175,50,115,110,0
2025-03-17,P006,S005,110,91,118,83,0
2025-03-24,P006,S005,83,208,98,193,0
2025-03-31,P006,S005,193,88,83,198,0
2025-04-07,P006,S005,198,48,106,140,0
2025-04-14,P006,S005,140,118,76,182,0
2025-04-21,P006,S005,182,34,107,109,0
2025-04-28,P006,S005,109,152,92,169,0
2025-05-05,P006,S005,169,14,88,95,0
2025-05-12,P006,S005,95,246,126,215,0
2025-05-19,P006,S005,215,21,103,133,0
2025-05-26,P006,S005,133,128,84,177,0
2025-06-02,P006,S005,177,105,101,181,0
2025-06-09,P006,S005,181,111,109,183,0
2025-06-16,P006,S005,183,97,89,191,0
2025-01-06,P007,S005,326,0,120,206,0
2025-01-13,P007,S005,206,22,88,140,0
2025-01-20,P007,S005,140,121,82,179,0
2025-01-27,P007,S005,179,25,95,109,0
2025-02-03,P007,S005,109,199,101,207,0
2025-02-10,P007,S005,207,13,141,79,0
2025-02-17,P007,S005,79,147,121,105,0
2025-02-24,P007,S005,105,118,107,116,0
2025-03-03,P007,S005,116,178,111,183,0
2025-03-10,P007,S005,183,113,114,182,0
2025-03-17,P007,S005,182,73,122,133,0
2025-03-24,P007,S005,133,131,95,169,0
2025-03-31,P007,S005,169,114,115,168,0
2025-04-07,P007,S005,168,158,96,230,0
2025-04-14,P007,S005,230,0,100,130,0
2025-04-21,P007,S005,130,100,92,138,0
2025-04-28,P007,S005,138,82,84,136,0
2025-05-05,P007,S005,136,203,116,223,0
2025-05-12,P007,S005,223,70,84,209,0
2025-05-19,P007,S005,209,37,100,146,0
2025-05-26,P007,S005,146,50,108,88,0
2025-06-02,P007,S005,88,142,98,132,0
2025-06-09,P007,S005,132,122,93,161,0
2025-06-16,P007,S005,161,115,105,171,0
2025-01-06,P008,S005,227,113,191,149,0
2025-01-13,P008,S005,149,93,82,160,0
2025-01-20,P008,S005,160,156,122,194,0
2025-01-27,P008,S005,194,36,102,128,0
2025-02-03,P008,S005,128,117,96,149,0
2025-02-10,P008,S005,149,85,107,127,0
2025-02-17,P008,S005,127,59,79,107,0
2025-02-24,P008,S005,107,152,108,151,0
2025-03-03,P008,S005,151,95,112,134,0
2025-03-10,P008,S005,134,152,89,197,0
2025-03-17,P008,S005,197,105,87,215,0
2025-03-24,P008,S005,215,81,104,192,0
2025-03-31,P008,S005,192,56,114,134,0
2025-04-07,P008,S005,134,160,113,181,0
2025-04-14,P008,S005,181,88,103,166,0
2025-04-21,P008,S005,166,123,107,182,0
2025-04-28,P008,S005,182,26,116,92,0
2025-05-05,P008,S005,92,110,107,95,0
2025-05-12,P008,S005,95,224,99,220,0
2025-05-19,P008,S005,220,78,110,188,0
2025-05-26,P008,S005,188,53,95,146,0
2025-06-02,P008,S005,146,67,115,98,0
2025-06-09,P008,S005,98,223,133,188,0
2025-06-16,P008,S005,188,36,106,118,0
2025-01-06,P009,S005,205,74,79,200,0
2025-01-13,P009,S005,200,54,99,155,0
2025-01-20,P009,S005,155,184,122,217,0
2025-01-27,P009,S005,217,122,111,228,0
2025-02-03,P009,S005,228,10,101,137,0
2025-02-10,P009,S005,137,71,96,112,0
2025-02-17,P009,S005,112,206,164,154,0
2025-02-24,P009,S005,154,39,86,107,0
2025-03-03,P009,S005,107,162,114,155,0
2025-03-10,P009,S005,155,92,79,168,0
2025-03-17,P009,S005,168,116,83,201,0
2025-03-24,P009,S005,201,74,154,121,0
2025-03-31,P009,S005,121,103,114,110,0
2025-04-07,P009,S005,110,193,128,175,0
2025-04-14,P009,S005,175,69,104,140,0
2025-04-21,P009,S005,140,72,88,124,0
2025-04-28,P009,S005,124,176,107,193,0
2025-05-05,P009,S005,193,114,112,195,0
2025-05-12,P009,S005,195,104,123,176,0
2025-05-19,P009,S005,176,145,135,186,0
2025-05-26,P009,S005,186,61,95,152,0
2025-06-02,P009,S005,152,161,164,149,0
2025-06-09,P009,S005,149,140,123,166,0
2025-06-16,P009,S005,166,149,105,210,0
2025-01-06,P010,S005,181,180,215,146,0
2025-01-13,P010,S005,146,23,81,88,0
2025-01-20,P010,S005,88,169,95,162,0
2025-01-27,P010,S005,162,56,87,131,0
2025-02-03,P010,S005,131,115,96,150,0
2025-02-10,P010,S005,150,59,104,105,0
2025-02-17,P010,S005,105,206,108,203,0
2025-02-24,P010,S005,203,45,86,162,0
2025-03-03,P010,S005,162,132,122,172,0
2025-03-10,P010,S005,172,85,112,145,0
2025-03-17,P010,S005,145,176,163,158,0
2025-03-24,P010,S005,158,28,94,92,0
2025-03-31,P010,S005,92,141,86,147,0
2025-04-07,P010,S005,147,48,100,95,0
2025-04-14,P010,S005,95,197,118,174,0
2025-04-21,P010,S005,174,75,108,141,0
2025-04-28,P010,S005,141,208,203,146,0
2025-05-05,P010,S005,146,47,94,99,0
2025-05-12,P010,S005,99,123,81,141,0
2025-05-19,P010,S005,141,132,88,185,0
2025-05-26,P010,S005,185,92,95,182,0
2025-06-02,P010,S005,182,89,93,178,0
2025-06-09,P010,S005,178,74,109,143,0
2025-06-16,P010,S005,143,147,117,173,0
2025-01-06,P011,S005,293,6,87,212,0
2025-01-13,P011,S005,212,112,105,219,0
2025-01-20,P011,S005,219,0,107,112,0
2025-01-27,P011,S005,112,221,108,225,0
2025-02-03,P011,S005,225,119,114,230,0
2025-02-10,P011,S005,230,93,101,222,0
2025-02-17,P011,S005,222,26,114,134,0
2025-02-24,P011,S005,134,83,91,126,0
2025-03-03,P011,S005,126,166,166,126,0
2025-03-10,P011,S005,126,118,95,149,0
2025-03-17,P011,S005,149,50,86,113,0
2025-03-24,P011,S005,113,160,184,89,0
2025-03-31,P011,S005,89,116,93,112,0
2025-04-07,P011,S005,112,104,96,120,0
2025-04-14,P011,S005,120,255,146,229,0
2025-04-21,P011,S005,229,0,79,150,0
2025-04-28,P011,S005,150,135,106,179,0
2025-05-05,P011,S005,179,101,88,192,0
2025-05-12,P011,S005,192,60,101,151,0
2025-05-19,P011,S005,151,75,103,123,0
2025-05-26,P011,S005,123,116,102,137,0
2025-06-02,P011,S005,137,118,107,148,0
2025-06-09,P011,S005,148,67,111,104,0
2025-06-16,P011,S005,104,101,77,128,0
2025-01-06,P012,S005,314,0,97,217,0
2025-01-13,P012,S005,217,11,98,130,0
2025-01-20,P012,S005,130,89,149,70,0
2025-01-27,P012,S005,70,180,82,168,0
2025-02-03,P012,S005,168,109,134,143,0
2025-02-10,P012,S005,143,101,107,137,0
2025-02-17,P012,S005,137,129,110,156,0
2025-02-24,P012,S005,156,123,81,198,0
2025-03-03,P012,S005,198,77,107,168,0
2025-03-10,P012,S005,168,106,83,191,0
2025-03-17,P012,S005,191,153,201,143,0
2025-03-24,P012,S005,143,164,102,205,0
2025-03-31,P012,S005,205,25,86,144,0
2025-04-07,P012,S005,144,145,89,200,0
2025-04-14,P012,S005,200,45,91,154,0
2025-04-21,P012,S005,154,137,122,169,0
2025-04-28,P012,S005,169,50,97,122,0
2025-05-05,P012,S005,122,129,89,162,0
2025-05-12,P012,S005,162,72,85,149,0
2025-05-19,P012,S005,149,102,92,159,0
2025-05-26,P012,S005,159,157,106,210,0
2025-06-02,P012,S005,210,0,87,123,0
2025-06-09,P012,S005,123,192,116,199,0
2025-06-16,P012,S005,199,0,112,87,0
2025-01-06,P013,S005,150,91,97,144,0
2025-01-13,P013,S005,144,86,89,141,0
2025-01-20,P013,S005,141,105,108,138,0
2025-01-27,P013,S005,138,141,106,173,0
2025-02-03,P013,S005,173,95,126,142,0
2025-02-10,P013,S005,142,65,96,111,0
2025-02-17,P013,S005,111,162,107,166,0
2025-02-24,P013,S005,166,107,97,176,0
2025-03-03,P013,S005,176,78,107,147,0
2025-03-10,P013,S005,147,155,121,181,0
2025-03-17,P013,S005,181,125,107,199,0
2025-03-24,P013,S005,199,78,99,178,0
2025-03-31,P013,S005,178,96,118,156,0
2025-04-07,P013,S005,156,133,150,139,0
2025-04-14,P013,S005,139,210,123,226,0
2025-04-21,P013,S005,226,55,84,197,0
2025-04-28,P013,S005,197,0,89,108,0
2025-05-05,P013,S005,108,97,91,114,0
2025-05-12,P013,S005,114,113,78,149,0
2025-05-19,P013,S005,149,164,94,219,0
2025-05-26,P013,S005,219,0,114,105,0
2025-06-02,P013,S005,105,122,126,101,0
2025-06-09,P013,S005,101,177,116,162,0
2025-06-16,P013,S005,162,140,114,188,0
2025-01-06,P014,S005,272,34,140,166,0
2025-01-13,P014,S005,166,62,116,112,0
2025-01-20,P014,S005,112,150,128,134,0
2025-01-27,P014,S005,134,92,92,134,0
2025-02-03,P014,S005,134,147,114,167,0
2025-02-10,P014,S005,167,38,129,76,0
2025-02-17,P014,S005,76,118,79,115,0
2025-02-24,P014,S005,115,192,112,195,0
2025-03-03,P014,S005,195,84,96,183,0
2025-03-10,P014,S005,183,30,98,115,0
2025-03-17,P014,S005,115,136,174,77,0
2025-03-24,P014,S005,77,282,121,238,0
2025-03-31,P014,S005,238,0,106,132,0
2025-04-07,P014,S005,132,104,110,126,0
2025-04-14,P014,S005,126,65,113,78,0
2025-04-21,P014,S005,78,191,94,175,0
2025-04-28,P014,S005,175,90,148,117,0
2025-05-05,P014,S005,117,84,75,126,0
2025-05-12,P014,S005,126,181,117,190,0
2025-05-19,P014,S005,190,97,87,200,0
2025-05-26,P014,S005,200,74,115,159,0
2025-06-02,P014,S005,159,123,100,182,0
2025-06-09,P014,S005,182,108,111,179,0
2025-06-16,P014,S005,179,30,100,109,0
2025-01-06,P015,S005,350,0,101,249,0
2025-01-13,P015,S005,249,38,82,205,0
2025-01-20,P015,S005,205,43,85,163,0
2025-01-27,P015,S005,163,76,99,140,0
2025-02-03,P015,S005,140,181,102,219,0
2025-02-10,P015,S005,219,129,164,184,0
2025-02-17,P015,S005,184,172,146,210,0
2025-02-24,P015,S005,210,64,81,193,0
2025-03-03,P015,S005,193,42,121,114,0
2025-03-10,P015,S005,114,172,110,176,0
2025-03-17,P015,S005,176,129,106,199,0
2025-03-24,P015,S005,199,10,82,127,0
2025-03-31,P015,S005,127,156,97,186,0
2025-04-07,P015,S005,186,25,88,123,0
2025-04-14,P015,S005,123,115,93,145,0
2025-04-21,P015,S005,145,163,99,209,0
2025-04-28,P015,S005,209,98,102,205,0
2025-05-05,P015,S005,205,31,102,134,0
2025-05-12,P015,S005,134,114,102,146,0
2025-05-19,P015,S005,146,80,78,148,0
2025-05-26,P015,S005,148,30,80,98,0
2025-06-02,P015,S005,98,179,95,182,0
2025-06-09,P015,S005,182,0,101,81,0
2025-06-16,P015,S005,81,229,111,199,0
2025-01-06,P016,S005,229,0,80,149,0
2025-01-13,P016,S005,149,162,116,195,0
2025-01-20,P016,S005,195,90,92,193,0
2025-01-27,P016,S005,193,84,86,191,0
2025-02-03,P016,S005,191,78,112,157,0
2025-02-10,P016,S005,157,76,110,123,0
2025-02-17,P016,S005,123,175,115,183,0
2025-02-24,P016,S005,183,83,96,170,0
2025-03-03,P016,S005,170,94,95,169,0
2025-03-10,P016,S005,169,121,125,165,0
2025-03-17,P016,S005,165,112,103,174,0
2025-03-24,P016,S005,174,131,140,165,0
2025-03-31,P016,S005,165,95,73,187,0
2025-04-07,P016,S005,187,64,119,132,0
2025-04-14,P016,S005,132,116,88,160,0
2025-04-21,P016,S005,160,123,101,182,0
2025-04-28,P016,S005,182,96,93,185,0
2025-05-05,P016,S005,185,133,111,207,0
2025-05-12,P016,S005,207,26,93,140,0
2025-05-19,P016,S005,140,142,113,169,0
2025-05-26,P016,S005,169,118,88,199,0
2025-06-02,P016,S005,199,49,97,151,0
2025-06-09,P016,S005,151,91,100,142,0
2025-06-16,P016,S005,142,120,108,154,0
2025-01-06,P017,S005,179,119,112,186,0
2025-01-13,P017,S005,186,57,94,149,0
2025-01-20,P017,S005,149,115,137,127,0
2025-01-27,P017,S005,127,137,115,149,0
2025-02-03,P017,S005,149,100,88,161,0
2025-02-10,P017,S005,161,90,108,143,0
2025-02-17,P017,S005,143,81,114,110,0
2025-02-24,P017,S005,110,120,106,124,0
2025-03-03,P017,S005,124,85,91,118,0
2025-03-10,P017,S005,118,162,122,158,0
2025-03-17,P017,S005,158,55,91,122,0
2025-03-24,P017,S005,122,121,89,154,0
2025-03-31,P017,S005,154,41,78,117,0
2025-04-07,P017,S005,117,194,84,227,0
2025-04-14,P017,S005,227,121,190,158,0
2025-04-21,P017,S005,158,159,91,226,0
2025-04-28,P017,S005,226,6,109,123,0
2025-05-05,P017,S005,123,191,120,194,0
2025-05-12,P017,S005,194,134,109,219,0
2025-05-19,P017,S005,219,67,83,203,0
2025-05-26,P017,S005,203,194,222,175,0
2025-06-02,P017,S005,175,51,89,137,0
2025-06-09,P017,S005,137,143,100,180,0
2025-06-16,P017,S005,180,105,115,170,0
2025-01-06,P018,S005,311,0,118,193,0
2025-01-13,P018,S005,193,151,124,220,0
2025-01-20,P018,S005,220,0,81,139,0
2025-01-27,P018,S005,139,77,116,100,0
2025-02-03,P018,S005,100,194,102,192,0
2025-02-10,P018,S005,192,0,92,100,0
2025-02-17,P018,S005,100,226,165,161,0
2025-02-24,P018,S005,161,111,153,119,0
2025-03-03,P018,S005,119,72,88,103,0
2025-03-10,P018,S005,103,165,92,176,0
2025-03-17,P018,S005,176,84,106,154,0
2025-03-24,P018,S005,154,86,89,151,0
2025-03-31,P018,S005,151,55,114,92,0
2025-04-07,P018,S005,92,118,107,103,0
2025-04-14,P018,S005,103,81,94,90,0
2025-04-21,P018,S005,90,161,109,142,0
2025-04-28,P018,S005,142,124,110,156,0
2025-05-05,P018,S005,156,25,92,89,0
2025-05-12,P018,S005,89,246,128,207,0
2025-05-19,P018,S005,207,94,95,206,0
2025-05-26,P018,S005,206,46,93,159,0
2025-06-02,P018,S005,159,100,83,176,0
2025-06-09,P018,S005,176,49,87,138,0
2025-06-16,P018,S005,138,76,102,112,0
2025-01-06,P019,S005,328,0,116,212,0
2025-01-13,P019,S005,212,39,89,162,0
2025-01-20,P019,S005,162,114,100,176,0
2025-01-27,P019,S005,176,0,96,80,0
2025-02-03,P019,S005,80,207,120,167,0
2025-02-10,P019,S005,167,155,122,200,0
2025-02-17,P019,S005,200,47,110,137,0
2025-02-24,P019,S005,137,159,118,178,0
2025-03-03,P019,S005,178,109,101,186,0
2025-03-10,P019,S005,186,120,202,104,0
2025-03-17,P019,S005,104,155,104,155,0
2025-03-24,P019,S005,155,133,113,175,0
2025-03-31,P019,S005,175,117,89,203,0
2025-04-07,P019,S005,203,48,91,160,0
2025-04-14,P019,S005,160,141,83,218,0
2025-04-21,P019,S005,218,65,98,185,0
2025-04-28,P019,S005,185,68,116,137,0
2025-05-05,P019,S005,137,98,86,149,0
2025-05-12,P019,S005,149,104,101,152,0
2025-05-19,P019,S005,152,128,122,158,0
2025-05-26,P019,S005,158,118,79,197,0
2025-06-02,P019,S005,197,48,106,139,0
2025-06-09,P019,S005,139,129,143,125,0
2025-06-16,P019,S005,125,69,83,111,0
2025-01-06,P020,S005,266,0,129,137,0
2025-01-13,P020,S005,137,213,222,128,0
2025-01-20,P020,S005,128,175,127,176,0
2025-01-27,P020,S005,176,3,100,79,0
2025-02-03,P020,S005,79,220,143,156,0
2025-02-10,P020,S005,156,224,152,228,0
2025-02-17,P020,S005,228,0,103,125,0
2025-02-24,P020,S005,125,175,83,217,0
2025-03-03,P020,S005,217,107,214,110,0
2025-03-10,P020,S005,110,135,96,149,0
2025-03-17,P020,S005,149,100,105,144,0
2025-03-24,P020,S005,144,105,99,150,0
2025-03-31,P020,S005,150,100,90,160,0
2025-04-07,P020,S005,160,87,95,152,0
2025-04-14,P020,S005,152,79,102,129,0
2025-04-21,P020,S005,129,140,120,149,0
2025-04-28,P020,S005,149,174,121,202,0
2025-05-05,P020,S005,202,81,110,173,0
2025-05-12,P020,S005,173,80,93,160,0
2025-05-19,P020,S005,160,149,94,215,0
2025-05-26,P020,S005,215,4,83,136,0
2025-06-02,P020,S005,136,143,80,199,0
2025-06-09,P020,S005,199,77,172,104,0
2025-06-16,P020,S005,104,135,111,128,0
2025-01-06,P001,S006,167,15,102,80,0
2025-01-13,P001,S006,80,220,109,191,0
2025-01-20,P001,S006,191,84,112,163,0
2025-01-27,P001,S006,163,85,107,141,0
2025-02-03,P001,S006,141,39,88,92,0
2025-02-10,P001,S006,92,174,88,178,0
2025-02-17,P001,S006,178,129,182,125,0
2025-02-24,P001,S006,125,178,106,197,0
2025-03-03,P001,S006,197,132,142,187,0
2025-03-10,P001,S006,187,33,82,138,0
2025-03-17,P001,S006,138,103,115,126,0
2025-03-24,P001,S006,126,165,105,186,0
2025-03-31,P001,S006,186,25,81,130,0
2025-04-07,P001,S006,130,164,114,180,0
2025-04-14,P001,S006,180,74,116,138,0
2025-04-21,P001,S006,138,140,104,174,0
2025-04-28,P001,S006,174,21,77,118,0
2025-05-05,P001,S006,118,213,165,166,0
2025-05-12,P001,S006,166,109,99,176,0
2025-05-19,P001,S006,176,127,118,185,0
2025-05-26,P001,S006,185,96,105,176,0
2025-06-02,P001,S006,176,67,81,162,0
2025-06-09,P001,S006,162,83,116,129,0
2025-06-16,P001,S006,129,246,160,215,0
2025-01-06,P002,S006,341,0,100,241,0
2025-01-13,P002,S006,241,0,108,133,0
2025-01-20,P002,S006,133,150,94,189,0
2025-01-27,P002,S006,189,53,96,146,0
2025-02-03,P002,S006,146,60,94,112,0
2025-02-10,P002,S006,112,146,122,136,0
2025-02-17,P002,S006,136,151,121,166,0
2025-02-24,P002,S006,166,99,87,178,0
2025-03-03,P002,S006,178,125,96,207,0
2025-03-10,P002,S006,207,0,118,89,0
2025-03-17,P002,S006,89,101,89,101,0
2025-03-24,P002,S006,101,139,72,168,0
2025-03-31,P002,S006,168,102,102,168,0
2025-04-07,P002,S006,168,179,121,226,0
2025-04-14,P002,S006,226,17,87,156,0
2025-04-21,P002,S006,156,95,91,160,0
2025-04-28,P002,S006,160,140,104,196,0
2025-05-05,P002,S006,196,16,77,135,0
2025-05-12,P002,S006,135,143,115,163,0
2025-05-19,P002,S006,163,144,97,210,0
2025-05-26,P002,S006,210,83,154,139,0
2025-06-02,P002,S006,139,56,89,106,0
2025-06-09,P002,S006,106,133,86,153,0
2025-06-16,P002,S006,153,101,99,155,0
2025-01-06,P003,S006,344,0,124,220,0
2025-01-13,P003,S006,220,9,120,109,0
2025-01-20,P003,S006,109,122,97,134,0
2025-01-27,P003,S006,134,122,86,170,0
2025-02-03,P003,S006,170,45,86,129,0
2025-02-10,P003,S006,129,124,98,155,0
2025-02-17,P003,S006,155,139,102,192,0
2025-02-24,P003,S006,192,106,107,191,0
2025-03-03,P003,S006,191,49,86,154,0
2025-03-10,P003,S006,154,110,86,178,0
2025-03-17,P003,S006,178,102,82,198,0
2025-03-24,P003,S006,198,91,105,184,0
2025-03-31,P003,S006,184,29,87,126,0
2025-04-07,P003,S006,126,104,117,113,0
2025-04-14,P003,S006,113,111,92,132,0
2025-04-21,P003,S006,132,196,139,189,0
2025-04-28,P003,S006,189,109,100,198,0
2025-05-05,P003,S006,198,43,113,128,0
2025-05-12,P003,S006,128,137,112,153,0
2025-05-19,P003,S006,153,222,181,194,0
2025-05-26,P003,S006,194,63,135,122,0
2025-06-02,P003,S006,122,145,109,158,0
2025-06-09,P003,S006,158,65,86,137,0
2025-06-16,P003,S006,137,163,95,205,0
2025-01-06,P004,S006,235,20,101,154,0
2025-01-13,P004,S006,154,72,112,114,0
2025-01-20,P004,S006,114,124,113,125,0
2025-01-27,P004,S006,125,219,125,219,0
2025-02-03,P004,S006,219,0,94,125,0
2025-02-10,P004,S006,125,86,107,104,0
2025-02-17,P004,S006,104,169,95,178,0
2025-02-24,P004,S006,178,148,138,188,0
2025-03-03,P004,S006,188,63,85,166,0
2025-03-10,P004,S006,166,69,111,124,0
2025-03-17,P004,S006,124,87,146,65,0
2025-03-24,P004,S006,65,184,81,168,0
2025-03-31,P004,S006,168,55,114,109,0
2025-04-07,P004,S006,109,139,125,123,0
2025-04-14,P004,S006,123,207,145,185,0
2025-04-21,P004,S006,185,69,90,164,0
2025-04-28,P004,S006,164,137,153,148,0
2025-05-05,P004,S006,148,43,98,93,0
2025-05-12,P004,S006,93,92,89,96,0
2025-05-19,P004,S006,96,181,128,149,0
2025-05-26,P004,S006,149,112,87,174,0
2025-06-02,P004,S006,174,148,117,205,0
2025-06-09,P004,S006,205,105,105,205,0
2025-06-16,P004,S006,205,40,100,145,0
2025-01-06,P005,S006,226,108,109,225,0
2025-01-13,P005,S006,225,6,101,130,0
2025-01-20,P005,S006,130,71,117,84,0
2025-01-27,P005,S006,84,220,109,195,0
2025-02-03,P005,S006,195,44,85,154,0
2025-02-10,P005,S006,154,167,94,227,0
2025-02-17,P005,S006,227,42,101,168,0
2025-02-24,P005,S006,168,167,105,230,0
2025-03-03,P005,S006,230,63,99,194,0
2025-03-10,P005,S006,194,72,99,167,0
2025-03-17,P005,S006,167,96,81,182,0
2025-03-24,P005,S006,182,94,121,155,0
2025-03-31,P005,S006,155,123,115,163,0
2025-04-07,P005,S006,163,167,165,165,0
2025-04-14,P005,S006,165,53,108,110,0
2025-04-21,P005,S006,110,212,104,218,0
2025-04-28,P005,S006,218,71,106,183,0
2025-05-05,P005,S006,183,116,91,208,0
2025-05-12,P005,S006,208,31,83,156,0
2025-05-19,P005,S006,156,117,92,181,0
2025-05-26,P005,S006,181,58,85,154,0
2025-06-02,P005,S006,154,85,94,145,0
2025-06-09,P005,S006,145,126,107,164,0
2025-06-16,P005,S006,164,22,98,88,0
2025-01-06,P006,S006,242,0,87,155,0
2025-01-13,P006,S006,155,122,105,172,0
2025-01-20,P006,S006,172,123,95,200,0
2025-01-27,P006,S006,200,6,112,94,0
2025-02-03,P006,S006,94,83,95,82,0
2025-02-10,P006,S006,82,208,105,185,0
2025-02-17,P006,S006,185,124,94,215,0
2025-02-24,P006,S006,215,5,73,147,0
2025-03-03,P006,S006,147,156,108,195,0
